LSOA,LA CODE,LA NAME,GOR CODE,GOR NAME,2004IMD SCORE,2004RANK OF IMD (where 1 is most deprived),2004INCOME SCORE,2004RANK OF INCOME SCORE (where 1 is most deprived),2004EMPLOYMENT SCORE,2004RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2004HEALTH DEPRIVATION AND DISABILITY SCORE,2004RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2004EDUCATION SKILLS AND TRAINING SCORE,2004RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2004BARRIERS TO HOUSING AND SERVICES SCORE,2004RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2004CRIME AND DISORDER SCORE,2004RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2004LIVING ENVIRONMENT SCORE,2004RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2007IMD SCORE,2007RANK OF IMD (where 1 is most deprived),2007INCOME SCORE,2007RANK OF INCOME SCORE (where 1 is most deprived),2007EMPLOYMENT SCORE,2007RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2007HEALTH DEPRIVATION AND DISABILITY SCORE,2007RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2007EDUCATION SKILLS AND TRAINING SCORE,2007RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2007BARRIERS TO HOUSING AND SERVICES SCORE,2007RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2007CRIME AND DISORDER SCORE,2007RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2007LIVING ENVIRONMENT SCORE,2007RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2010imd_score,2010imd_rank,2010income_score,2010income_rank,2010employ_score,2010employ_rank,2010healthdd_score,2010healthdd_rank,2010edust_score,2010edust_rank,2010housesb_score,2010housesb_rank,2010crimed_score,2010crimed_rank,2010environl_score,2010environl_rank
E01004466,00BH,Waltham Forest,H,London,22.78,11874,0.17,9348,0.1,12679,0.42,10344,6.09,25898,29.96,7185,0,16198,32.24,7740,22.24,12314,0.17,10803,0.1,12990,0.34,11387,4.74,27359,31.45,6152,-0.08,17415,37.87,5778,24.43,11016,0.14,12834,0.09,14789,0.2,13122,4.96,27143,38.38,2824,0.94,4122,34.41,6796
E01004467,00BH,Waltham Forest,H,London,42.7,3834,0.28,4210,0.15,6679,0.66,7650,16.27,16107,35.86,3755,1.63,819,60.2,1011,47.53,2764,0.38,2351,0.16,5547,0.57,8649,17.97,14763,39.16,2539,1.66,694,64.18,754,43.18,3654,0.29,4158,0.16,5105,0.29,11853,20.02,13375,48.77,502,0.83,5169,59.77,1108
E01004468,00BH,Waltham Forest,H,London,24.56,10821,0.07,20885,0.07,18732,-0.05,16765,7.66,24138,39.25,2471,1.74,560,40.24,4938,25.42,10349,0.1,18293,0.08,16269,-0.07,17111,8.18,23389,41.64,1823,1.44,1323,41.65,4613,23.77,11427,0.09,19643,0.06,20745,-0.15,18154,6.96,24860,49.5,413,0.77,5882,48.64,2828
E01004469,00BH,Waltham Forest,H,London,50.98,2113,0.4,1278,0.2,3690,0.88,5440,27.31,9384,48.49,491,0.8,5853,45.79,3447,53.62,1671,0.45,1023,0.19,3179,0.85,5715,18.69,14240,49.46,475,0.8,5606,62.97,850,58.63,964,0.44,634,0.2,2800,0.88,5130,25.42,10346,56.14,53,0.64,7259,67.47,488
E01004470,00BH,Waltham Forest,H,London,34.14,6526,0.22,6537,0.13,8803,0.34,11348,12.4,19412,33.39,5041,1.34,1802,50.09,2527,39.12,4912,0.31,3964,0.15,6846,0.65,7745,10.7,20865,35.13,4110,1.22,2353,54.04,1894,45.07,3208,0.31,3424,0.18,4231,0.95,4557,11.86,19837,43.25,1492,0.94,4099,57.05,1431
E01004471,00BH,Waltham Forest,H,London,35.6,6004,0.22,6596,0.15,7320,0.64,7877,16.47,15944,36.74,3385,1.4,1585,33.24,7372,40.98,4399,0.32,3723,0.16,5925,0.65,7736,18.7,14227,36.3,3550,1.36,1614,45.04,3724,40.21,4499,0.32,3107,0.16,5753,0.42,10106,11.72,19963,44.69,1196,1,3633,41.8,4494
E01004472,00BJ,Wandsworth,H,London,16.52,16668,0.09,17804,0.06,21259,-0.1,17427,1.66,31216,19.49,17107,1.24,2279,28.52,9396,14.98,18232,0.1,18051,0.06,21958,-0.32,20534,3.83,28445,17.87,18925,0.82,5412,35.91,6439,14.11,19120,0.09,19029,0.05,24883,-0.36,21000,3.24,29152,27.04,9549,0.44,9863,35.18,6532
E01004473,00BJ,Wandsworth,H,London,18.75,14813,0.12,14150,0.07,19131,0.14,14042,12.22,19579,21.65,14800,0.48,9509,37.18,5889,20.71,13333,0.14,13996,0.09,13987,0.48,9658,2.46,30127,19.55,17010,0.55,8508,42.46,4371,21.11,13173,0.11,16092,0.08,16749,0.65,7419,2.9,29552,28.94,7979,0.37,10824,43.08,4145
E01004474,00BJ,Wandsworth,H,London,25.92,10121,0.16,10239,0.08,16192,0.29,11991,9.96,21753,23.9,12385,1.15,2819,51.22,2302,25.05,10579,0.16,12144,0.1,13294,0.32,11767,9.75,21782,21.9,14301,0.97,4132,51.37,2349,23.81,11401,0.13,13945,0.07,19041,0.63,7708,13.28,18587,31.33,6272,0.56,8372,45.46,3535
E01004475,00BJ,Wandsworth,H,London,21.3,12883,0.14,11909,0.08,17005,0.02,15794,3.08,29542,23.58,12719,1.13,2966,37.95,5630,23.78,11329,0.16,11895,0.08,15917,0.2,13275,6.56,25231,21.64,14593,1.18,2581,47.72,3102,23.7,11468,0.17,10889,0.08,16964,0.42,10056,3.16,29227,30.85,6580,0.79,5580,41.69,4526
E01004476,00BJ,Wandsworth,H,London,19.44,14297,0.12,14315,0.07,18515,0.21,13030,4.65,27633,22.55,13822,1.04,3598,31.22,8190,19.48,14330,0.11,16482,0.06,21337,0.21,13177,10.03,21518,20.67,15727,0.98,4075,42.4,4390,16.64,16797,0.11,15960,0.06,23357,0.09,14617,8.16,23444,30.27,6972,0.02,16013,34.41,6795
E01004477,00BJ,Wandsworth,H,London,8.14,26274,0.04,27557,0.03,31426,-0.63,24397,0.34,32397,20.5,16030,0.39,10785,27.22,9995,6.24,28546,0.04,29109,0.02,31974,-0.72,25452,0.4,32312,18.32,18415,-0.02,16495,24.43,11223,7.17,27590,0.03,30616,0.02,31809,-0.7,25399,2.62,29891,27.51,9152,-0.07,17381,20.13,13739
E01004478,00BJ,Wandsworth,H,London,8.71,25509,0.05,25401,0.04,28858,-0.6,24004,3.32,29251,20.62,15906,0,16220,29.21,9098,6.81,27878,0.04,28616,0.03,30544,-0.54,23391,2.03,30607,18.04,18730,-0.27,20178,27.28,9786,6.63,28268,0.03,30541,0.02,31831,-0.73,25753,2.83,29647,27.2,9422,-0.52,23794,21.96,12580
E01004479,00BJ,Wandsworth,H,London,13.77,19423,0.06,23107,0.07,18753,-0.29,20069,1.06,31834,23.24,13089,0.73,6495,27.3,9962,11.16,22335,0.07,22410,0.07,19774,-0.52,23111,0.84,31934,22.9,13267,-0.07,17265,26.77,10046,12.3,21173,0.06,24214,0.05,26318,-0.11,17662,1.62,31072,31.83,5951,0.11,14735,27.77,9487
E01004480,00BJ,Wandsworth,H,London,14.12,19030,0.07,20680,0.05,25017,-0.09,17214,3.18,29430,21.23,15262,0.69,6930,36.66,6088,12.21,21143,0.07,23037,0.04,27871,-0.03,16538,2.96,29516,19.42,17140,0.43,10023,37.53,5885,14.51,18705,0.06,23902,0.04,29146,0.05,15249,3.76,28541,28.72,8163,0.28,12270,47.47,3092
E01004481,00BJ,Wandsworth,H,London,21.26,12911,0.12,13852,0.07,19335,0.2,13158,14.47,17575,24.2,12093,-0.13,17978,58.13,1250,20.4,13597,0.12,15438,0.08,17507,0.17,13696,14.69,17279,22.31,13874,-0.06,17156,54.99,1757,19.95,14029,0.11,16577,0.06,21744,0.09,14685,14.7,17338,31.34,6268,0.18,13691,48.59,2839
E01004482,00BJ,Wandsworth,H,London,21.38,12822,0.13,12664,0.08,17668,0.14,14011,10.39,21317,24.98,11337,0.15,14098,54.02,1849,19.59,14233,0.14,14020,0.08,17028,0.09,14836,8.9,22660,25.14,11067,-0.16,18548,50.32,2561,22.21,12405,0.15,12408,0.07,18032,0.21,12965,8.92,22661,33.61,4940,0.18,13661,47.27,3134
E01004483,00BJ,Wandsworth,H,London,16.33,16841,0.05,24136,0.03,30436,-0.11,17637,15.03,17114,27.72,8898,0.67,7240,47.92,2985,13.16,20099,0.1,18115,0.03,30795,-0.46,22394,3.76,28530,27.75,8849,-0.17,18699,45.77,3572,15.66,17655,0.09,18932,0.03,31360,-0.56,23692,3,29437,40.84,2069,0.03,15947,44.88,3682
E01004484,00BJ,Wandsworth,H,London,25.22,10493,0.16,10413,0.08,16145,0.21,13102,15.35,16856,28.27,8438,0.86,5245,45.89,3417,22.62,12063,0.17,10957,0.09,13826,0.12,14305,13.09,18648,27.97,8671,0.15,13954,42.22,4451,22.27,12352,0.14,13221,0.06,20583,0.18,13409,7.19,24573,36.63,3508,0.81,5387,37.73,5692
E01004485,00BJ,Wandsworth,H,London,19.28,14420,0.13,13221,0.07,18530,0.21,13086,4.52,27810,24.1,12199,0.58,8360,39.14,5262,18.56,15059,0.12,15501,0.08,17996,0.11,14530,3.73,28565,23.52,12600,0.33,11424,47.8,3081,20.74,13444,0.11,16409,0.05,23798,0.12,14249,16.5,15904,31.52,6155,0.6,7743,45.82,3451
E01004486,00BJ,Wandsworth,H,London,22,12392,0.13,13118,0.07,18621,0.14,14035,11.99,19810,34.66,4353,-0.06,17051,49.21,2711,21.08,13099,0.15,12701,0.09,15652,0.17,13619,8.48,23078,31.7,6007,-0.48,22993,47.31,3219,24.25,11123,0.15,11965,0.07,19495,0.14,14019,10.63,20972,39.85,2331,0.44,9815,48.34,2896
E01004487,00BJ,Wandsworth,H,London,27.7,9175,0.18,8704,0.12,9703,0.44,10190,9.21,22521,28.44,8292,0.53,8941,47.55,3060,26.73,9709,0.16,11965,0.12,10013,0.62,8089,6.43,25376,26.43,9969,0.12,14410,60.3,1076,26.75,9757,0.14,12704,0.11,10763,0.39,10445,5.77,26211,35.05,4223,0.43,9971,53.52,1906
E01004488,00BJ,Wandsworth,H,London,17.89,15492,0.11,14513,0.08,17484,0.19,13266,3.19,29418,25.05,11263,-0.2,18973,43.55,4013,19.68,14152,0.13,14982,0.1,12036,0.05,15394,1.63,31105,22.19,14004,-0.51,23380,55.53,1696,22.58,12162,0.11,16644,0.09,15165,0.61,7900,1.49,31205,31.5,6170,0.11,14638,54.62,1748
E01004489,00BJ,Wandsworth,H,London,24.18,11027,0.13,13207,0.08,16973,0.31,11801,8.21,23553,29.61,7424,0.61,7959,57.57,1327,24.15,11103,0.13,14511,0.08,17371,0.38,10887,3.55,28787,27.19,9329,0.59,8050,68.58,478,27.37,9431,0.12,15299,0.08,16063,0.67,7191,7.67,24020,35.71,3944,0.46,9605,67.34,497
E01004490,00BJ,Wandsworth,H,London,13.7,19511,0.06,22971,0.05,25049,-0.09,17311,3.52,29011,19.51,17082,0.73,6559,38.44,5477,12.39,20939,0.07,23118,0.04,27285,-0.37,21217,1.96,30696,17.02,19960,0.62,7693,43.69,4043,12.55,20893,0.04,28261,0.04,29470,-0.08,17136,1.82,30835,26.39,10122,0.33,11368,46.06,3395
E01004491,00BJ,Wandsworth,H,London,19.55,14205,0.12,14164,0.05,23914,0.44,10080,13.83,18109,36.54,3467,0.21,13237,22.41,12466,20.08,13856,0.15,13079,0.07,20661,0.33,11492,10.92,20647,33.96,4691,-0.11,17825,36.26,6324,20.4,13697,0.14,12775,0.06,22755,0.17,13471,13.89,18053,43.56,1428,-0.34,21259,25.56,10573
E01004492,00BJ,Wandsworth,H,London,24.62,10788,0.17,9346,0.08,16027,0.25,12524,19.23,13886,28.21,8493,0.61,7934,37.25,5857,23.28,11644,0.15,12752,0.1,13590,0.47,9863,10.24,21322,24.75,11431,0.5,9155,44.81,3777,23.41,11643,0.15,12038,0.08,16059,0.51,9040,10.74,20868,33.28,5111,0.12,14446,41.89,4478
E01004493,00BJ,Wandsworth,H,London,21.59,12664,0.16,10004,0.08,16355,0.59,8373,11.19,20534,23.82,12472,-0.07,17142,35.35,6551,15.14,18067,0.12,15862,0.05,24625,-0.09,17382,11.31,20280,23.93,12201,-0.4,21926,40.49,4963,25.59,10354,0.14,13282,0.07,19659,0.98,4299,13.89,18054,34.57,4464,0.37,10858,43.84,3950
E01004494,00BJ,Wandsworth,H,London,27.31,9387,0.2,7909,0.09,14612,0.62,8072,12.82,18993,22.82,13546,1,3878,42.24,4354,27.12,9503,0.17,10869,0.1,13223,0.41,10606,10.6,20993,21.45,14810,1.53,1012,41.24,4742,24.18,11165,0.16,11479,0.08,15699,0.8,5945,6.26,25674,33.15,5178,0.44,9876,33.39,7170
E01004495,00BJ,Wandsworth,H,London,29.76,8224,0.33,2851,0.11,11044,0.51,9303,17.68,15010,26.39,10042,0.1,14775,23.7,11768,30.84,7850,0.37,2458,0.11,11336,0.4,10689,18.32,14510,26.1,10222,0.08,14988,32.88,7482,29.69,8323,0.31,3256,0.09,13821,0.49,9221,16.19,16150,35.43,4063,0.12,14472,23.41,11743
E01004496,00BJ,Wandsworth,H,London,20.85,13209,0.12,14256,0.07,18346,0.44,10142,6.85,25021,21.61,14837,0.31,11848,53.83,1882,17.1,16230,0.11,17221,0.06,22721,0.22,13030,11.16,20417,19.86,16628,0.25,12611,45.48,3636,18.19,15422,0.1,17686,0.06,22311,0.4,10392,3.04,29374,29.21,7776,0.26,12614,45.03,3641
E01004497,00BJ,Wandsworth,H,London,18.76,14808,0.14,11501,0.08,16344,0.35,11222,12.89,18936,20.4,16138,-0.47,22647,31.61,8001,19.6,14223,0.16,11603,0.08,16815,0.41,10544,14.74,17232,18.65,18023,-0.36,21381,37.98,5731,18.37,15276,0.14,13473,0.07,20480,0.56,8458,12.4,19355,28.52,8345,-0.48,23174,25.89,10415
E01004498,00BJ,Wandsworth,H,London,14.12,19033,0.09,17201,0.04,28723,-0.17,18383,12.92,18893,18.72,18019,-0.21,19124,45.34,3554,11.91,21486,0.07,22513,0.04,28127,-0.05,16768,9.64,21871,16.76,20259,-0.39,21826,43.48,4090,16.11,17263,0.08,21113,0.04,27319,0.35,10981,5.48,26531,25.92,10573,-0.02,16696,51.52,2239
E01004499,00BJ,Wandsworth,H,London,15.09,18051,0.09,17375,0.05,24410,-0.09,17250,3.97,28467,24.83,11457,0.25,12653,40.99,4720,15.98,17276,0.11,16581,0.05,25241,0.1,14580,1.51,31243,27.75,8851,-0.06,17083,46.93,3298,18.32,15311,0.09,18857,0.05,25708,0.3,11715,8.17,23440,36.38,3624,0.12,14452,42.02,4435
E01004500,00BJ,Wandsworth,H,London,19.13,14531,0.1,15753,0.07,19246,0.09,14691,7.43,24397,34.86,4240,0.15,14003,37.4,5803,18.06,15456,0.11,17120,0.05,24841,-0.07,17036,13.24,18500,34.22,4542,-0.1,17690,45.08,3714,17.75,15810,0.09,19228,0.04,28724,-0.01,16068,22.11,12130,39.36,2487,-0.45,22812,35.77,6317
E01004501,00BJ,Wandsworth,H,London,19.72,14069,0.14,12186,0.08,17008,-0.28,19992,8.9,22835,26.72,9765,0.66,7326,35.25,6598,20.25,13722,0.16,12170,0.08,17448,-0.08,17161,8.51,23049,27.19,9330,0.67,7006,35.74,6489,18.87,14863,0.15,11771,0.06,21166,-0.06,16858,9.13,22456,33.45,5020,-0.21,19419,36.77,5991
E01004502,00BJ,Wandsworth,H,London,13.17,20109,0.06,23657,0.04,27113,-0.59,23885,5.04,27164,26.42,10012,0.93,4527,29.05,9181,12.9,20390,0.07,23933,0.04,27603,-0.47,22450,2.4,30197,23.83,12310,0.99,3988,30.66,8339,12.69,20740,0.05,26010,0.03,31236,-0.58,24041,1.01,31723,35.92,3851,0.24,12894,41.81,4493
E01004503,00BJ,Wandsworth,H,London,20.5,13487,0.1,15869,0.08,16604,0.28,12196,8.53,23234,32,5857,-0.07,17123,45.7,3474,20.1,13840,0.12,16008,0.08,17545,0.32,11684,2.88,29604,31.74,5980,-0.41,22068,54.01,1898,22.94,11932,0.12,15303,0.07,18063,0.36,10893,10.21,21373,39.14,2555,-0.25,20004,51.54,2235
E01004504,00BJ,Wandsworth,H,London,8.97,25185,0.04,26591,0.04,28570,-0.62,24282,2.19,30600,20.31,16230,-0.18,18700,37.73,5692,9.56,24410,0.1,18787,0.04,27576,-0.7,25179,0.9,31866,18.15,18608,-0.39,21777,33.24,7346,11.29,22370,0.08,20524,0.04,29390,-0.44,22229,1.1,31630,27.33,9314,0.05,15628,32.69,7424
E01004505,00BJ,Wandsworth,H,London,14.82,18335,0.05,24380,0.03,30159,-0.45,22207,3.29,29290,39.28,2464,-0.05,16905,48.56,2862,13.09,20174,0.05,28158,0.03,31436,-0.8,26229,7.04,24653,39.8,2351,-0.32,20760,45.43,3649,13.12,20248,0.06,25891,0.02,31879,-0.87,27238,2.52,30013,44.27,1286,-0.27,20391,39.38,5191
E01004506,00BJ,Wandsworth,H,London,14.89,18264,0.05,23869,0.04,27599,-0.3,20271,17.25,15310,24.84,11436,-0.29,20145,53.02,2013,11.51,21924,0.06,26058,0.04,27440,-0.43,22034,5.18,26813,22.78,13372,-0.37,21507,49.55,2723,11.49,22142,0.05,26160,0.04,29597,-0.74,25901,2.92,29534,31.76,5993,-0.13,18161,42.97,4183
E01004507,00BJ,Wandsworth,H,London,14.71,18449,0.09,17644,0.05,26315,-0.15,18137,7.89,23904,25.94,10447,-0.32,20607,45.11,3615,12.87,20424,0.1,18118,0.05,26197,-0.39,21497,9.09,22474,24.45,11678,-0.69,25687,39.79,5182,12.03,21504,0.08,20477,0.04,29617,-0.44,22157,2.21,30373,32.52,5538,-0.34,21331,34.93,6623
E01004508,00BJ,Wandsworth,H,London,21.09,13025,0.11,14913,0.07,20433,0.19,13303,9.3,22407,22.25,14121,1.02,3742,47.26,3121,19.31,14481,0.12,15815,0.06,21769,0.09,14793,5.09,26923,20.31,16108,0.76,6027,54.21,1872,19.49,14369,0.12,15680,0.06,20974,0.2,13076,3.58,28748,29.73,7374,0.31,11760,50.41,2437
E01004509,00BJ,Wandsworth,H,London,19.31,14398,0.11,15507,0.06,21389,0.14,13996,8.27,23499,26.65,9826,0.83,5468,38.65,5414,15.66,17555,0.09,19927,0.05,25276,-0.14,18053,8.35,23206,28.33,8382,0.33,11383,42.05,4500,18.49,15186,0.08,21821,0.05,26373,0.08,14842,18.16,14645,37.21,3267,0.47,9422,35.28,6496
E01004510,00BJ,Wandsworth,H,London,17.32,15996,0.1,15995,0.06,21120,-0.12,17724,13.31,18540,25.29,11034,0.18,13622,40.32,4908,17.08,16250,0.12,16058,0.07,18289,-0.08,17185,12.15,19521,24.9,11296,-0.21,19281,39.7,5206,18.64,15070,0.11,16555,0.07,20397,-0.18,18501,5.89,26076,33,5262,0.6,7807,38.97,5321
E01004511,00BJ,Wandsworth,H,London,10.86,22850,0.05,25652,0.03,30548,-0.7,25143,4.72,27547,23.32,12992,0.27,12384,42.15,4379,9.93,23912,0.05,27437,0.04,29821,-0.69,25123,2.36,30237,24.08,12046,0.06,15299,41.35,4714,11.37,22264,0.04,29432,0.02,31827,-0.9,27468,1.07,31663,35.81,3901,0.02,16027,44.07,3895
E01004512,00BJ,Wandsworth,H,London,14.52,18641,0.1,16398,0.06,21453,0,16049,2.31,30475,22.14,14249,0.34,11458,29.47,8975,12.3,21042,0.08,21659,0.06,21284,-0.25,19522,1.71,31007,21.27,15007,0.07,15148,34.11,7050,14.77,18462,0.08,20340,0.06,20927,-0.24,19348,1.78,30880,30.79,6621,0.11,14723,36.42,6105
E01004513,00BJ,Wandsworth,H,London,20.35,13600,0.14,12084,0.07,18828,0.05,15262,16.08,16274,21.89,14530,0.65,7414,36.12,6260,21.66,12689,0.17,11103,0.08,18047,0.16,13803,9.22,22340,20.13,16323,1.11,3048,34.73,6819,19.69,14218,0.17,10621,0.06,22683,0.05,15233,8.05,23583,29.64,7445,0.42,10103,36.07,6211
E01004514,00BJ,Wandsworth,H,London,15.65,17507,0.08,19678,0.06,22559,0.02,15704,18.92,14113,20.44,16092,0.14,14146,34.95,6713,12.31,21038,0.09,19464,0.06,23287,-0.07,17075,5.22,26757,19.41,17152,-0.36,21357,34.65,6853,15.58,17722,0.08,21478,0.05,24285,-0.08,17191,12,19716,28.41,8441,0.31,11682,37.63,5735
E01004515,00BJ,Wandsworth,H,London,22.68,11933,0.18,9221,0.1,13022,0.33,11456,16.05,16301,25.97,10412,0.28,12316,22.69,12305,23.81,11308,0.2,8920,0.12,10319,0.48,9751,10.95,20609,23.65,12488,0.11,14539,30.09,8548,24.55,10940,0.18,9903,0.1,13374,0.57,8384,12.76,19025,30.94,6515,0.37,10831,29.2,8845
E01004516,00BJ,Wandsworth,H,London,12.99,20343,0.1,16692,0.06,21631,-0.4,21500,2.8,29893,19.29,17324,0.37,11011,26.99,10112,13.45,19782,0.13,14829,0.06,23310,-0.41,21691,2.01,30637,18.53,18164,0.24,12764,34.32,6985,14.27,18925,0.1,18267,0.04,27214,-0.64,24732,1.82,30837,27.87,8851,0.86,4849,30.34,8363
E01004517,00BJ,Wandsworth,H,London,26.61,9750,0.18,8700,0.11,11442,0.18,13440,4.96,27262,24.06,12242,0.78,6042,55.49,1616,27.63,9246,0.25,6635,0.11,11548,0.36,11171,4.74,27350,23.64,12494,0.53,8795,55.92,1623,29.92,8230,0.22,7368,0.09,14010,0.6,8033,4.52,27632,32.38,5634,0.87,4752,55.19,1652
E01004518,00BJ,Wandsworth,H,London,17.58,15766,0.15,11433,0.09,15214,-0.02,16261,5.25,26912,21.15,15344,-0.09,17479,31.39,8109,17.13,16210,0.16,11868,0.09,15671,-0.02,16374,2.33,30268,19.85,16640,-0.28,20246,38.37,5606,20.24,13813,0.15,12408,0.07,18685,0.05,15238,3.57,28766,29.32,7703,0.71,6506,37.35,5819
E01004519,00BJ,Wandsworth,H,London,23.7,11285,0.2,7869,0.11,12053,0.31,11737,2.78,29916,21.91,14511,0.5,9255,40.34,4894,23.12,11740,0.21,8383,0.1,12759,0.26,12464,7.14,24551,19.56,16999,0.22,12921,45.73,3580,23.74,11445,0.2,8411,0.09,15412,0.36,10868,4.57,27561,28.78,8113,0.48,9314,39.88,5045
E01004520,00BJ,Wandsworth,H,London,15.81,17340,0.11,14596,0.06,21657,-0.17,18480,8.39,23367,21.7,14736,0.53,8953,28.84,9260,17.03,16304,0.17,11415,0.07,19506,-0.1,17530,6.65,25127,19.7,16817,0.28,12134,32.75,7533,19.39,14452,0.17,10814,0.07,19972,0.12,14268,7.31,24428,29.42,7616,0.12,14541,34.79,6671
E01004521,00BJ,Wandsworth,H,London,21.89,12477,0.21,7211,0.09,14711,0.14,13944,8.14,23619,21.9,14522,0.16,13885,35.12,6641,23.18,11706,0.25,6400,0.09,14343,0.29,12021,9.62,21899,20.98,15352,-0.4,21894,43.66,4051,27.46,9389,0.25,5720,0.09,15076,0.27,12178,12.86,18931,32.23,5716,0.51,9022,41.17,4671
E01004522,00BJ,Wandsworth,H,London,23.98,11113,0.18,8669,0.11,12086,0.37,11055,9.92,21791,22.24,14139,0,16187,46.14,3363,23.11,11748,0.2,9024,0.1,12586,0.1,14671,14.01,17834,20.28,16153,-0.21,19209,49.6,2713,24.01,11268,0.17,10935,0.08,17202,0.47,9445,10.21,21371,30.68,6706,0.52,8892,43.62,4009
E01004523,00BJ,Wandsworth,H,London,20.96,13110,0.16,10604,0.1,13140,0.26,12372,5.05,27145,26.91,9616,0.42,10417,25.88,10680,22.96,11832,0.18,10140,0.09,14434,0.17,13598,2.54,30024,26.1,10221,0.77,5882,42.56,4346,26.73,9763,0.19,9291,0.09,13664,0.6,7971,2.26,30324,33.34,5080,0.72,6354,44.28,3841
E01004524,00BJ,Wandsworth,H,London,36.2,5814,0.27,4516,0.18,4933,1.08,3851,19.04,14033,30.01,7150,-0.01,16392,37.11,5911,37.26,5470,0.31,4134,0.17,4743,1.05,4014,18.63,14282,25.37,10871,0.16,13805,46.86,3319,40.83,4319,0.3,3687,0.16,5049,1.38,1877,9.15,22435,33.43,5031,0.44,9864,49.4,2669
E01004525,00BJ,Wandsworth,H,London,28.45,8836,0.18,8840,0.07,20163,-0.04,16496,11.02,20705,23.91,12371,1.74,561,58.91,1151,25.79,10146,0.19,9307,0.07,20785,-0.39,21443,10.98,20588,21.97,14220,1.59,859,55.63,1681,28.17,9034,0.2,8547,0.07,18812,-0.07,16938,9.53,22040,31.4,6223,1.4,1289,54.24,1808
E01004526,00BJ,Wandsworth,H,London,30.57,7894,0.2,7656,0.11,11798,0.71,7126,12.58,19238,24.32,11967,1.31,1943,43.57,4007,28.43,8900,0.19,9402,0.08,16195,0.76,6646,10.59,20997,22.38,13804,1.09,3188,56.35,1553,35.52,6036,0.22,7335,0.1,13259,0.95,4517,11.9,19801,31.99,5862,1.21,2139,63.55,765
E01004527,00BJ,Wandsworth,H,London,20.76,13273,0.14,12036,0.08,16765,0.1,14596,9.29,22423,21.95,14458,0.77,6074,38.17,5567,18.68,14958,0.16,12068,0.07,18423,-0.06,16866,8.54,23016,20.26,16169,0.43,10016,40,5108,27.37,9433,0.2,8770,0.07,18743,0.32,11440,13.15,18693,29.78,7332,1.2,2207,46.26,3355
E01004528,00BJ,Wandsworth,H,London,30.02,8123,0.22,6704,0.1,13361,0.47,9728,13.76,18167,28.12,8570,1.46,1343,33.83,7135,30.2,8105,0.23,7683,0.11,10515,0.49,9520,14.4,17505,24.64,11528,1.11,3025,46.9,3308,30.86,7824,0.21,7642,0.12,10008,0.57,8393,10.03,21539,33.94,4784,0.87,4786,44.6,3754
E01004529,00BJ,Wandsworth,H,London,20.59,13410,0.15,10684,0.06,21019,0.15,13873,5.39,26733,22.36,14014,0.21,13174,55.31,1641,20.61,13407,0.17,10967,0.07,20155,0.08,14970,5.36,26582,20.56,15835,-0.13,18172,63.16,829,23.63,11515,0.16,11588,0.05,23638,0.24,12593,7.4,24310,29.96,7200,0.54,8552,63.73,754
E01004530,00BJ,Wandsworth,H,London,19.18,14504,0.13,12743,0.1,13221,0.24,12691,3.37,29188,22.82,13545,0.2,13381,32.5,7649,20.03,13900,0.14,13929,0.1,12586,0.27,12312,4.8,27283,21.07,15228,-0.16,18495,47.06,3268,23.61,11528,0.15,12172,0.09,14313,0.43,10001,5.02,27077,30.7,6685,0.16,13977,51.11,2319
E01004531,00BJ,Wandsworth,H,London,29.16,8512,0.24,5689,0.12,10050,0.3,11890,14.5,17545,23.26,13070,1.16,2742,29.47,8974,28.18,9013,0.27,5560,0.1,12201,0.41,10621,10.66,20907,21.32,14961,0.97,4151,40.03,5096,28.26,8992,0.27,4903,0.09,14550,0.8,5889,11.24,20383,30.78,6625,0.03,15958,36.1,6207
E01004532,00BJ,Wandsworth,H,London,20.94,13128,0.18,9163,0.1,13323,0.03,15658,11.99,19813,26.76,9741,-0.45,22429,32.57,7624,19.22,14552,0.19,9773,0.1,13429,0.11,14494,6.1,25756,22.72,13434,-0.77,26589,34.73,6816,19.92,14054,0.16,11624,0.09,15200,-0.03,16429,8.9,22684,32.68,5456,-0.01,16472,27.95,9411
E01004533,00BJ,Wandsworth,H,London,26.16,9990,0.23,6530,0.1,12400,0.66,7614,15.39,16829,23.79,12511,0.07,15271,35.01,6690,26.47,9832,0.29,4986,0.11,11054,0.62,8098,12.49,19217,21.78,14427,-0.19,18890,32.74,7538,29.02,8648,0.28,4466,0.09,13595,0.37,10811,19.72,13572,31.36,6255,0.38,10643,32.15,7649
